datetime,inflow_cfs,event,day,elev_obs_ft,elev_rulecurve_ft,elev_shifted_ft,offset_ft,release_shifted_cfs,release_observed_cfs,in_special_release,elev_above_table
2017-10-31 22:00:00,2051.35,16,2017-10-31,727.30,762.17,782.42,55.12,16.82,0.00,True,True
2017-10-31 23:00:00,2058.57,16,2017-10-31,727.30,762.17,782.42,55.12,19.04,0.00,True,True
2017-11-01 00:00:00,2065.78,16,2017-11-01,727.01,761.63,782.13,55.12,21.26,0.00,True,True
2017-11-01 01:00:00,2073.00,16,2017-11-01,727.01,761.63,782.13,55.12,23.48,0.00,True,True
2017-11-01 02:00:00,2080.22,16,2017-11-01,727.01,761.63,782.13,55.12,25.71,0.00,True,True
2017-11-01 03:00:00,2087.43,16,2017-11-01,727.01,761.63,782.13,55.12,27.93,0.00,True,True
2017-11-01 04:00:00,2094.65,16,2017-11-01,727.01,761.63,782.13,55.12,30.15,0.00,True,True
2017-11-01 05:00:00,2101.86,16,2017-11-01,727.01,761.63,782.13,55.12,32.37,0.00,True,True
2017-11-01 06:00:00,2109.08,16,2017-11-01,727.01,761.63,782.13,55.12,34.60,0.00,True,True
2017-11-01 07:00:00,2116.30,16,2017-11-01,727.01,761.63,782.13,55.12,36.82,0.00,True,True
2017-11-01 08:00:00,2123.51,16,2017-11-01,727.01,761.63,782.13,55.12,39.04,0.00,True,True
2017-11-01 09:00:00,2130.73,16,2017-11-01,727.01,761.63,782.13,55.12,41.26,0.00,True,True
2017-11-01 10:00:00,2137.94,16,2017-11-01,727.01,761.63,782.13,55.12,43.49,0.00,True,True
2017-11-01 11:00:00,2145.16,16,2017-11-01,727.01,761.63,782.13,55.12,45.71,0.00,True,True
2017-11-01 12:00:00,2152.38,16,2017-11-01,727.01,761.63,782.13,55.12,47.93,0.00,True,True
2017-11-01 13:00:00,2159.59,16,2017-11-01,727.01,761.63,782.13,55.12,50.15,0.00,True,True
2017-11-01 14:00:00,2166.81,16,2017-11-01,727.01,761.63,782.13,55.12,52.38,0.00,True,True
2017-11-01 15:00:00,2174.03,16,2017-11-01,727.01,761.63,782.13,55.12,54.60,0.00,True,True
2017-11-01 16:00:00,2181.24,16,2017-11-01,727.01,761.63,782.13,55.12,56.82,0.00,True,True
2017-11-01 17:00:00,2188.46,16,2017-11-01,727.01,761.63,782.13,55.12,59.04,0.00,True,True
2017-11-01 18:00:00,2195.67,16,2017-11-01,727.01,761.63,782.13,55.12,61.27,0.00,True,True
2017-11-01 19:00:00,2202.89,16,2017-11-01,727.01,761.63,782.13,55.12,63.49,0.00,True,True
2017-11-01 20:00:00,2210.11,16,2017-11-01,727.01,761.63,782.13,55.12,65.71,0.00,True,True
2017-11-01 21:00:00,2217.32,16,2017-11-01,727.01,761.63,782.13,55.12,67.94,0.00,True,True
2017-11-01 22:00:00,2224.54,16,2017-11-01,727.01,761.63,782.13,55.12,70.16,0.00,True,True
2017-11-01 23:00:00,2231.75,16,2017-11-01,727.01,761.63,782.13,55.12,72.38,0.00,True,True
2017-11-02 00:00:00,2238.97,16,2017-11-02,726.87,761.09,781.99,55.12,74.60,0.00,True,True
2017-11-02 01:00:00,2246.19,16,2017-11-02,726.87,761.09,781.99,55.12,76.83,0.00,True,True
2017-11-02 02:00:00,2253.40,16,2017-11-02,726.87,761.09,781.99,55.12,79.05,0.00,True,True
2017-11-02 03:00:00,2260.62,16,2017-11-02,726.87,761.09,781.99,55.12,81.27,0.00,True,True
2017-11-02 04:00:00,2267.84,16,2017-11-02,726.87,761.09,781.99,55.12,83.49,0.00,True,True
2017-11-02 05:00:00,2275.05,16,2017-11-02,726.87,761.09,781.99,55.12,85.72,0.00,True,True
2017-11-02 06:00:00,2282.27,16,2017-11-02,726.87,761.09,781.99,55.12,87.94,0.00,True,True
2017-11-02 07:00:00,2289.48,16,2017-11-02,726.87,761.09,781.99,55.12,90.16,0.00,True,True
2017-11-02 08:00:00,2296.70,16,2017-11-02,726.87,761.09,781.99,55.12,92.38,0.00,True,True
2017-11-02 09:00:00,2303.92,16,2017-11-02,726.87,761.09,781.99,55.12,94.61,0.00,True,True
2017-11-02 10:00:00,2311.13,16,2017-11-02,726.87,761.09,781.99,55.12,96.83,0.00,True,True
2017-11-02 11:00:00,2318.35,16,2017-11-02,726.87,761.09,781.99,55.12,99.05,0.00,True,True
2017-11-02 12:00:00,2325.56,16,2017-11-02,726.87,761.09,781.99,55.12,101.27,0.00,True,True
2017-11-02 13:00:00,2332.78,16,2017-11-02,726.87,761.09,781.99,55.12,103.50,0.00,True,True
2017-11-02 14:00:00,2340.00,16,2017-11-02,726.87,761.09,781.99,55.12,105.72,0.00,True,True
2017-11-02 15:00:00,2347.21,16,2017-11-02,726.87,761.09,781.99,55.12,107.94,0.00,True,True
2017-11-02 16:00:00,2354.43,16,2017-11-02,726.87,761.09,781.99,55.12,110.16,0.00,True,True
2017-11-02 17:00:00,2361.65,16,2017-11-02,726.87,761.09,781.99,55.12,112.39,0.00,True,True
2017-11-02 18:00:00,2368.86,16,2017-11-02,726.87,761.09,781.99,55.12,114.61,0.00,True,True
2017-11-02 19:00:00,2376.08,16,2017-11-02,726.87,761.09,781.99,55.12,116.83,0.00,True,True
2017-11-02 20:00:00,2383.20,16,2017-11-02,726.87,761.09,781.99,55.12,119.03,0.00,True,True
2017-11-02 21:00:00,2389.36,16,2017-11-02,726.87,761.09,781.99,55.12,120.92,0.00,True,True
2017-11-02 22:00:00,2395.52,16,2017-11-02,726.87,761.09,781.99,55.12,122.82,0.00,True,True
2017-11-02 23:00:00,2401.68,16,2017-11-02,726.87,761.09,781.99,55.12,124.72,0.00,True,True
2017-11-03 00:00:00,2407.83,16,2017-11-03,726.86,760.55,781.98,55.12,126.61,0.00,True,True
2017-11-03 01:00:00,2413.99,16,2017-11-03,726.86,760.55,781.98,55.12,128.51,0.00,True,True
2017-11-03 02:00:00,2420.15,16,2017-11-03,726.86,760.55,781.98,55.12,130.41,0.00,True,True
2017-11-03 03:00:00,2426.31,16,2017-11-03,726.86,760.55,781.98,55.12,132.30,0.00,True,True
2017-11-03 04:00:00,2432.47,16,2017-11-03,726.86,760.55,781.98,55.12,134.20,0.00,True,True
2017-11-03 05:00:00,2438.63,16,2017-11-03,726.86,760.55,781.98,55.12,136.10,0.00,True,True
2017-11-03 06:00:00,2444.79,16,2017-11-03,726.86,760.55,781.98,55.12,137.99,0.00,True,True
2017-11-03 07:00:00,2450.94,16,2017-11-03,726.86,760.55,781.98,55.12,139.89,0.00,True,True
2017-11-03 08:00:00,2457.10,16,2017-11-03,726.86,760.55,781.98,55.12,141.79,0.00,True,True
2017-11-03 09:00:00,2463.26,16,2017-11-03,726.86,760.55,781.98,55.12,143.68,0.00,True,True
2017-11-03 10:00:00,2469.42,16,2017-11-03,726.86,760.55,781.98,55.12,145.58,0.00,True,True
2017-11-03 11:00:00,2475.58,16,2017-11-03,726.86,760.55,781.98,55.12,147.48,0.00,True,True
2017-11-03 12:00:00,2481.74,16,2017-11-03,726.86,760.55,781.98,55.12,149.38,0.00,True,True
2017-11-03 13:00:00,2487.90,16,2017-11-03,726.86,760.55,781.98,55.12,151.27,0.00,True,True
2017-11-03 14:00:00,2494.05,16,2017-11-03,726.86,760.55,781.98,55.12,153.17,0.00,True,True
2017-11-03 15:00:00,2500.21,16,2017-11-03,726.86,760.55,781.98,55.12,155.07,0.00,True,True
2017-11-03 16:00:00,2506.37,16,2017-11-03,726.86,760.55,781.98,55.12,156.96,0.00,True,True
2017-11-03 17:00:00,2512.53,16,2017-11-03,726.86,760.55,781.98,55.12,158.86,0.00,True,True
2017-11-03 18:00:00,2518.69,16,2017-11-03,726.86,760.55,781.98,55.12,160.76,0.00,True,True
2017-11-03 19:00:00,2524.85,16,2017-11-03,726.86,760.55,781.98,55.12,162.65,0.00,True,True
2017-11-03 20:00:00,2531.01,16,2017-11-03,726.86,760.55,781.98,55.12,164.55,0.00,True,True
2017-11-03 21:00:00,2537.17,16,2017-11-03,726.86,760.55,781.98,55.12,166.45,0.00,True,True
2017-11-03 22:00:00,2543.32,16,2017-11-03,726.86,760.55,781.98,55.12,168.34,0.00,True,True
2017-11-03 23:00:00,2549.48,16,2017-11-03,726.86,760.55,781.98,55.12,170.24,0.00,True,True
2017-11-04 00:00:00,2555.64,16,2017-11-04,726.99,760.01,782.11,55.12,172.14,0.00,True,True
2017-11-04 01:00:00,2561.80,16,2017-11-04,726.99,760.01,782.11,55.12,174.03,0.00,True,True
2017-11-04 02:00:00,2567.96,16,2017-11-04,726.99,760.01,782.11,55.12,175.93,0.00,True,True
2017-11-04 03:00:00,2574.12,16,2017-11-04,726.99,760.01,782.11,55.12,177.83,0.00,True,True
2017-11-04 04:00:00,2580.28,16,2017-11-04,726.99,760.01,782.11,55.12,179.72,0.00,True,True
2017-11-04 05:00:00,2586.43,16,2017-11-04,726.99,760.01,782.11,55.12,181.62,0.00,True,True
2017-11-04 06:00:00,2592.59,16,2017-11-04,726.99,760.01,782.11,55.12,183.52,0.00,True,True
2017-11-04 07:00:00,2598.75,16,2017-11-04,726.99,760.01,782.11,55.12,185.42,0.00,True,True
2017-11-04 08:00:00,2604.91,16,2017-11-04,726.99,760.01,782.11,55.12,187.31,0.00,True,True
2017-11-04 09:00:00,2611.07,16,2017-11-04,726.99,760.01,782.11,55.12,189.21,0.00,True,True
2017-11-04 10:00:00,2617.23,16,2017-11-04,726.99,760.01,782.11,55.12,191.11,0.00,True,True
2017-11-04 11:00:00,2623.39,16,2017-11-04,726.99,760.01,782.11,55.12,193.00,0.00,True,True
2017-11-04 12:00:00,2629.54,16,2017-11-04,726.99,760.01,782.11,55.12,194.90,0.00,True,True
2017-11-04 13:00:00,2635.70,16,2017-11-04,726.99,760.01,782.11,55.12,196.80,0.00,True,True
2017-11-04 14:00:00,2641.86,16,2017-11-04,726.99,760.01,782.11,55.12,198.69,0.00,True,True
2017-11-04 15:00:00,2647.98,16,2017-11-04,726.99,760.01,782.11,55.12,200.58,0.00,True,True
2017-11-04 16:00:00,2651.70,16,2017-11-04,726.99,760.01,782.11,55.12,201.73,0.00,True,True
2017-11-04 17:00:00,2655.43,16,2017-11-04,726.99,760.01,782.11,55.12,202.87,0.00,True,True
2017-11-04 18:00:00,2659.15,16,2017-11-04,726.99,760.01,782.11,55.12,204.02,0.00,True,True
2017-11-04 19:00:00,2662.87,16,2017-11-04,726.99,760.01,782.11,55.12,205.16,0.00,True,True
2017-11-04 20:00:00,2666.59,16,2017-11-04,726.99,760.01,782.11,55.12,206.31,0.00,True,True
2017-11-04 21:00:00,2670.31,16,2017-11-04,726.99,760.01,782.11,55.12,207.46,0.00,True,True
2017-11-04 22:00:00,2674.03,16,2017-11-04,726.99,760.01,782.11,55.12,208.60,0.00,True,True
2017-11-04 23:00:00,2677.75,16,2017-11-04,726.99,760.01,782.11,55.12,209.75,0.00,True,True
2017-11-05 00:00:00,2681.47,16,2017-11-05,726.46,759.46,781.58,55.12,210.89,0.00,True,True
2017-11-05 01:00:00,2685.19,16,2017-11-05,726.46,759.46,781.58,55.12,212.04,0.00,True,True
2017-11-05 02:00:00,2688.91,16,2017-11-05,726.46,759.46,781.58,55.12,213.19,0.00,True,True
2017-11-05 03:00:00,2692.63,16,2017-11-05,726.46,759.46,781.58,55.12,214.33,0.00,True,True
2017-11-05 04:00:00,2696.35,16,2017-11-05,726.46,759.46,781.58,55.12,215.48,0.00,True,True
2017-11-05 05:00:00,2700.08,16,2017-11-05,726.46,759.46,781.58,55.12,216.62,0.00,True,True
2017-11-05 06:00:00,2703.80,16,2017-11-05,726.46,759.46,781.58,55.12,217.77,0.00,True,True
2017-11-05 07:00:00,2707.52,16,2017-11-05,726.46,759.46,781.58,55.12,218.92,0.00,True,True
2017-11-05 08:00:00,2711.24,16,2017-11-05,726.46,759.46,781.58,55.12,220.06,0.00,True,True
2017-11-05 09:00:00,2714.96,16,2017-11-05,726.46,759.46,781.58,55.12,221.21,0.00,True,True
2017-11-05 10:00:00,2718.68,16,2017-11-05,726.46,759.46,781.58,55.12,222.35,0.00,True,True
2017-11-05 11:00:00,2722.40,16,2017-11-05,726.46,759.46,781.58,55.12,223.50,0.00,True,True
2017-11-05 12:00:00,2726.12,16,2017-11-05,726.46,759.46,781.58,55.12,224.65,0.00,True,True
2017-11-05 13:00:00,2729.84,16,2017-11-05,726.46,759.46,781.58,55.12,225.79,0.00,True,True
2017-11-05 14:00:00,2733.56,16,2017-11-05,726.46,759.46,781.58,55.12,226.94,0.00,True,True
2017-11-05 15:00:00,2737.28,16,2017-11-05,726.46,759.46,781.58,55.12,228.08,0.00,True,True
2017-11-05 16:00:00,2741.00,16,2017-11-05,726.46,759.46,781.58,55.12,229.23,0.00,True,True
2017-11-05 17:00:00,2744.73,16,2017-11-05,726.46,759.46,781.58,55.12,230.38,0.00,True,True
2017-11-05 18:00:00,2748.45,16,2017-11-05,726.46,759.46,781.58,55.12,231.52,0.00,True,True
2017-11-05 19:00:00,2752.17,16,2017-11-05,726.46,759.46,781.58,55.12,232.67,0.00,True,True
2017-11-05 20:00:00,2755.89,16,2017-11-05,726.46,759.46,781.58,55.12,233.81,0.00,True,True
2017-11-05 21:00:00,2759.61,16,2017-11-05,726.46,759.46,781.58,55.12,234.96,0.00,True,True
2017-11-05 22:00:00,2763.33,16,2017-11-05,726.46,759.46,781.58,55.12,236.11,0.00,True,True
2017-11-05 23:00:00,2767.05,16,2017-11-05,726.46,759.46,781.58,55.12,237.25,0.00,True,True
2017-11-06 00:00:00,2770.77,16,2017-11-06,726.11,758.92,781.23,55.12,238.40,0.00,True,True
2017-11-06 01:00:00,2774.49,16,2017-11-06,726.11,758.92,781.23,55.12,239.54,0.00,True,True
2017-11-06 02:00:00,2778.21,16,2017-11-06,726.11,758.92,781.23,55.12,240.69,0.00,True,True
2017-11-06 03:00:00,2781.93,16,2017-11-06,726.11,758.92,781.23,55.12,241.84,0.00,True,True
2017-11-06 04:00:00,2785.65,16,2017-11-06,726.11,758.92,781.23,55.12,242.98,0.00,True,True
2017-11-06 05:00:00,2789.37,16,2017-11-06,726.11,758.92,781.23,55.12,244.13,0.00,True,True
2017-11-06 06:00:00,2793.10,16,2017-11-06,726.11,758.92,781.23,55.12,245.27,0.00,True,True
2017-11-06 07:00:00,2796.82,16,2017-11-06,726.11,758.92,781.23,55.12,246.42,0.00,True,True
2017-11-06 08:00:00,2800.54,16,2017-11-06,726.11,758.92,781.23,55.12,247.57,0.00,True,True
2017-11-06 09:00:00,2804.26,16,2017-11-06,726.11,758.92,781.23,55.12,248.71,0.00,True,True
2017-11-06 10:00:00,2807.98,16,2017-11-06,726.11,758.92,781.23,55.12,249.86,0.00,True,True
2017-11-06 11:00:00,2811.70,16,2017-11-06,726.11,758.92,781.23,55.12,251.00,0.00,True,True
2017-11-06 12:00:00,2815.42,16,2017-11-06,726.11,758.92,781.23,55.12,252.15,0.00,True,True
2017-11-06 13:00:00,2819.14,16,2017-11-06,726.11,758.92,781.23,55.12,253.30,0.00,True,True
2017-11-06 14:00:00,2822.86,16,2017-11-06,726.11,758.92,781.23,55.12,254.44,0.00,True,True
2017-12-15 08:00:00,2377.22,17,2017-12-15,720.71,745.50,745.50,24.79,0.00,0.00,False,False
2017-12-15 09:00:00,2360.91,17,2017-12-15,720.71,745.50,745.50,24.79,0.00,0.00,False,False
2017-12-15 10:00:00,2344.60,17,2017-12-15,720.71,745.50,745.50,24.79,0.00,0.00,False,False
2017-12-15 11:00:00,2328.29,17,2017-12-15,720.71,745.50,745.50,24.79,0.00,0.00,False,False
2017-12-15 12:00:00,2311.99,17,2017-12-15,720.71,745.50,745.50,24.79,0.00,0.00,False,False
2017-12-15 13:00:00,2295.68,17,2017-12-15,720.71,745.50,745.50,24.79,0.00,0.00,False,False
2017-12-15 14:00:00,2279.37,17,2017-12-15,720.71,745.50,745.50,24.79,0.00,0.00,False,False
2017-12-15 15:00:00,2263.06,17,2017-12-15,720.71,745.50,745.50,24.79,0.00,0.00,False,False
2017-12-15 16:00:00,2246.75,17,2017-12-15,720.71,745.50,745.50,24.79,0.00,0.00,False,False
2017-12-15 17:00:00,2232.02,17,2017-12-15,720.71,745.50,745.50,24.79,0.00,0.00,False,False
2017-12-15 18:00:00,2232.02,17,2017-12-15,720.71,745.50,745.50,24.79,0.00,0.00,False,False
2017-12-15 19:00:00,2232.02,17,2017-12-15,720.71,745.50,745.50,24.79,0.00,0.00,False,False
2017-12-15 20:00:00,2232.02,17,2017-12-15,720.71,745.50,745.50,24.79,0.00,0.00,False,False
2017-12-15 21:00:00,2232.02,17,2017-12-15,720.71,745.50,745.50,24.79,0.00,0.00,False,False
2017-12-15 22:00:00,2232.02,17,2017-12-15,720.71,745.50,745.50,24.79,0.00,0.00,False,False
2017-12-15 23:00:00,2232.02,17,2017-12-15,720.71,745.50,745.50,24.79,0.00,0.00,False,False
2017-12-16 00:00:00,2232.02,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 01:00:00,2232.02,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 02:00:00,2232.02,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 03:00:00,2232.02,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 04:00:00,2232.02,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 05:00:00,2232.02,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 06:00:00,2232.02,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 07:00:00,2230.58,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 08:00:00,2227.40,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 09:00:00,2224.22,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 10:00:00,2221.04,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 11:00:00,2217.87,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 12:00:00,2214.69,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 13:00:00,2211.51,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 14:00:00,2208.33,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 15:00:00,2205.15,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 16:00:00,2201.97,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 17:00:00,2198.79,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 18:00:00,2195.61,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 19:00:00,2192.44,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 20:00:00,2192.03,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 21:00:00,2192.03,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 22:00:00,2192.03,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-16 23:00:00,2192.03,17,2017-12-16,719.04,745.50,743.83,24.79,0.00,0.00,False,False
2017-12-17 00:00:00,2192.03,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 01:00:00,2192.03,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 02:00:00,2192.03,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 03:00:00,2192.03,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 04:00:00,2192.03,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 05:00:00,2192.03,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 06:00:00,2192.03,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 07:00:00,2192.03,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 08:00:00,2196.81,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 09:00:00,2212.97,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 10:00:00,2229.14,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 11:00:00,2245.31,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 12:00:00,2261.48,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 13:00:00,2277.64,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 14:00:00,2293.81,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 15:00:00,2309.98,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 16:00:00,2326.15,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 17:00:00,2342.31,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 18:00:00,2358.48,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 19:00:00,2374.65,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 20:00:00,2390.82,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 21:00:00,2410.64,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 22:00:00,2430.73,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-17 23:00:00,2450.82,17,2017-12-17,717.55,745.50,742.34,24.79,0.00,0.00,False,False
2017-12-18 00:00:00,2470.92,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 01:00:00,2491.01,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 02:00:00,2511.11,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 03:00:00,2579.72,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 04:00:00,2613.47,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 05:00:00,2647.23,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 06:00:00,2680.98,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 07:00:00,2714.74,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 08:00:00,2748.49,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 09:00:00,2782.25,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 10:00:00,2816.00,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 11:00:00,2849.75,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 12:00:00,2883.51,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 13:00:00,2917.26,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 14:00:00,2951.02,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 15:00:00,2984.77,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 16:00:00,3018.52,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 17:00:00,3052.28,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 18:00:00,3086.03,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 19:00:00,3119.79,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 20:00:00,3211.15,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 21:00:00,3315.63,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 22:00:00,3420.10,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-18 23:00:00,3524.58,17,2017-12-18,716.94,745.50,741.73,24.79,0.00,0.00,False,False
2017-12-19 00:00:00,3629.06,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 01:00:00,3733.53,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 02:00:00,3838.01,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 03:00:00,3942.49,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 04:00:00,4046.96,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 05:00:00,4151.44,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 06:00:00,4255.92,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 07:00:00,4507.33,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 08:00:00,4802.68,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 09:00:00,5098.03,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 10:00:00,5393.38,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 11:00:00,5688.73,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 12:00:00,5984.08,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 13:00:00,6279.42,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 14:00:00,6574.77,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 15:00:00,6885.09,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 16:00:00,7222.63,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 17:00:00,7560.17,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 18:00:00,7897.71,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 19:00:00,8235.25,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 20:00:00,8572.79,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 21:00:00,8910.33,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 22:00:00,9247.88,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-19 23:00:00,9585.42,17,2017-12-19,717.42,745.50,742.21,24.79,0.00,0.00,False,False
2017-12-20 00:00:00,9781.97,17,2017-12-20,716.69,745.50,741.48,24.79,0.00,0.00,False,False
2017-12-20 01:00:00,9969.50,17,2017-12-20,716.69,745.50,741.48,24.79,0.00,0.00,False,False
2017-12-20 02:00:00,10157.02,17,2017-12-20,716.69,745.50,741.48,24.79,0.00,0.00,False,False
2017-12-20 03:00:00,10344.54,17,2017-12-20,716.69,745.50,741.48,24.79,0.00,0.00,False,False
